"id_producto","id_orden","cantidad","precio_unitario","subtotal","nombre"
74,307,1,"45.00","45.00","Naranjada"
73,307,1,"45.00","45.00","Limonada"
7,307,1,"100.00","100.00","Gringas Past"
3,307,1,"80.00","80.00","Sincronizadas"
67,307,1,"100.00","100.00","Chilaq c Bist"
17,308,1,"110.00","110.00","Milanesa Res"
73,308,1,"45.00","45.00","Limonada"
70,309,2,"25.00","50.00","Refresco"
70,310,1,"25.00","25.00","Refresco"
68,311,1,"100.00","100.00","Chilaq c Pollo"
10,311,1,"80.00","80.00","Enchi Verd"
75,311,1,"45.00","45.00","Sangria Prep"
74,311,1,"45.00","45.00","Naranjada"
70,312,1,"25.00","25.00","Refresco"
83,312,1,"20.00","20.00","Agua"
14,313,1,"90.00","90.00","Enchi Suiz"
73,313,1,"45.00","45.00","Limonada"
82,314,1,"50.00","50.00","Agua Nat 2L"
40,314,3,"100.00","300.00","Pech Empa"
70,315,1,"25.00","25.00","Refresco"
1,316,1,"75.00","75.00","Sopa Azteca"
68,316,1,"100.00","100.00","Chilaq c Pollo"
35,316,1,"130.00","130.00","Alitas BBQ"
81,316,1,"45.00","45.00","Agua Nat 1L"
16,317,1,"100.00","100.00","Carne Asad"
70,317,1,"25.00","25.00","Refresco"
89,318,2,"100.00","200.00","Pozole"
54,318,1,"70.00","70.00","Queso c Chor"
82,318,1,"50.00","50.00","Agua Nat 2L"
45,319,2,"140.00","280.00","Pech Rell Cam"
57,319,1,"50.00","50.00","Ord Papas Fran"
58,320,1,"140.00","140.00","Parillada Ind"
45,321,1,"140.00","140.00","Pech Rell Cam"
10,321,1,"80.00","80.00","Enchi Verd"
87,321,2,"50.00","100.00","Miche"
49,322,1,"160.00","160.00","Cam Empan"
75,322,1,"45.00","45.00","Sangria Prep"
43,323,1,"110.00","110.00","Pech Cord Blue"
38,323,1,"90.00","90.00","Pech Placha"
1,324,1,"75.00","75.00","Sopa Azteca"
14,324,1,"90.00","90.00","Enchi Suiz"
73,324,1,"45.00","45.00","Limonada"
87,326,1,"50.00","50.00","Miche"
27,326,1,"95.00","95.00","Hambur Arrach"
54,327,1,"70.00","70.00","Queso c Chor"
14,365,1,"90.00","90.00","Enchi Suiz"
41,328,1,"100.00","100.00","Pech Mexicana"
40,329,1,"100.00","100.00","Pech Empa"
54,329,1,"70.00","70.00","Queso c Chor"
57,329,1,"50.00","50.00","Ord Papas Fran"
75,329,1,"45.00","45.00","Sangria Prep"
73,329,1,"45.00","45.00","Limonada"
67,329,1,"100.00","100.00","Chilaq c Bist"
10,330,1,"80.00","80.00","Enchi Verd"
40,330,1,"100.00","100.00","Pech Empa"
87,330,1,"50.00","50.00","Miche"
70,330,1,"25.00","25.00","Refresco"
92,331,2,"10.00","20.00","Contenedor"
45,332,1,"140.00","140.00","Pech Rell Cam"
81,332,1,"45.00","45.00","Agua Nat 1L"
15,333,2,"120.00","240.00","Enchi Divor"
73,333,1,"45.00","45.00","Limonada"
75,333,1,"45.00","45.00","Sangria Prep"
55,333,1,"70.00","70.00","Queso c Rajas"
17,334,1,"110.00","110.00","Milanesa Res"
16,334,1,"100.00","100.00","Carne Asad"
74,334,2,"45.00","90.00","Naranjada"
70,335,2,"25.00","50.00","Refresco"
86,335,2,"10.00","20.00","Huevo"
14,336,1,"90.00","90.00","Enchi Suiz"
81,336,1,"45.00","45.00","Agua Nat 1L"
60,337,1,"380.00","380.00","Parillada 3P"
87,337,3,"50.00","150.00","Miche"
36,338,1,"130.00","130.00","Alitas Buf"
92,338,1,"10.00","10.00","Contenedor"
75,339,2,"45.00","90.00","Sangria Prep"
91,340,1,"50.00","50.00","Corrida Cafe"
15,341,1,"120.00","120.00","Enchi Divor"
4,341,1,"100.00","100.00","Burrito Bistec"
7,341,1,"100.00","100.00","Gringas Past"
73,341,1,"45.00","45.00","Limonada"
81,341,1,"45.00","45.00","Agua Nat 1L"
86,342,3,"10.00","30.00","Huevo"
16,342,1,"100.00","100.00","Carne Asad"
40,342,1,"100.00","100.00","Pech Empa"
70,343,1,"25.00","25.00","Refresco"
73,343,1,"45.00","45.00","Limonada"
40,343,1,"100.00","100.00","Pech Empa"
16,343,1,"100.00","100.00","Carne Asad"
47,344,1,"190.00","190.00","Coctel Cam Gde"
35,344,1,"130.00","130.00","Alitas BBQ"
29,344,1,"130.00","130.00","Alamb Past"
91,345,1,"50.00","50.00","Corrida Cafe"
40,346,1,"100.00","100.00","Pech Empa"
70,346,1,"25.00","25.00","Refresco"
46,347,1,"120.00","120.00","Filet Pesc"
67,347,1,"100.00","100.00","Chilaq c Bist"
70,347,2,"25.00","50.00","Refresco"
82,348,1,"50.00","50.00","Agua Nat 2L"
43,349,1,"110.00","110.00","Pech Cord Blue"
26,349,1,"85.00","85.00","Hambur Pollo"
81,349,1,"45.00","45.00","Agua Nat 1L"
59,350,1,"260.00","260.00","Parillada 2P"
73,350,1,"45.00","45.00","Limonada"
75,350,1,"45.00","45.00","Sangria Prep"
17,351,1,"110.00","110.00","Milanesa Res"
16,352,1,"100.00","100.00","Carne Asad"
73,352,1,"45.00","45.00","Limonada"
87,353,1,"50.00","50.00","Miche"
47,353,1,"190.00","190.00","Coctel Cam Gde"
70,354,2,"25.00","50.00","Refresco"
89,354,1,"100.00","100.00","Pozole"
67,354,1,"100.00","100.00","Chilaq c Bist"
91,355,1,"50.00","50.00","Corrida Cafe"
86,355,1,"10.00","10.00","Huevo"
51,356,1,"160.00","160.00","Cam Diabla"
15,357,1,"120.00","120.00","Enchi Divor"
89,358,1,"100.00","100.00","Pozole"
81,358,1,"45.00","45.00","Agua Nat 1L"
40,360,1,"100.00","100.00","Pech Empa"
73,360,1,"45.00","45.00","Limonada"
26,361,1,"85.00","85.00","Hambur Pollo"
25,361,1,"85.00","85.00","Hambur Res"
70,361,2,"25.00","50.00","Refresco"
35,359,1,"130.00","130.00","Alitas BBQ"
18,359,1,"145.00","145.00","Costilla BBQ"
51,359,1,"160.00","160.00","Cam Diabla"
87,359,4,"50.00","200.00","Miche"
27,368,1,"95.00","95.00","Hambur Arrach"
87,362,2,"50.00","100.00","Miche"
70,363,2,"25.00","50.00","Refresco"
86,363,1,"10.00","10.00","Huevo"
40,363,1,"100.00","100.00","Pech Empa"
16,363,1,"100.00","100.00","Carne Asad"
70,364,2,"25.00","50.00","Refresco"
10,364,1,"80.00","80.00","Enchi Verd"
40,364,1,"100.00","100.00","Pech Empa"
74,365,1,"45.00","45.00","Naranjada"
70,366,1,"25.00","25.00","Refresco"
89,367,1,"100.00","100.00","Pozole"
67,367,1,"100.00","100.00","Chilaq c Bist"
45,359,2,"140.00","280.00","Pech Rell Cam"
26,368,1,"85.00","85.00","Hambur Pollo"
70,368,2,"25.00","50.00","Refresco"
92,369,1,"10.00","10.00","Contenedor"
89,370,1,"100.00","100.00","Pozole"
4,371,1,"100.00","100.00","Burrito Bistec"
24,371,1,"85.00","85.00","Ensalad Mixt"
70,371,1,"25.00","25.00","Refresco"
71,371,1,"30.00","30.00","Coca Cola Li"
70,372,1,"25.00","25.00","Refresco"
84,373,1,"65.00","65.00","Corrida"
73,374,1,"45.00","45.00","Limonada"
61,374,1,"25.00","25.00","Arroz"
91,375,1,"50.00","50.00","Corrida Cafe"
41,376,1,"100.00","100.00","Pech Mexicana"
14,376,1,"90.00","90.00","Enchi Suiz"
81,376,2,"45.00","90.00","Agua Nat 1L"
43,377,1,"110.00","110.00","Pech Cord Blue"
68,377,1,"100.00","100.00","Chilaq c Pollo"
12,377,1,"85.00","85.00","Enchi Mole"
82,377,1,"50.00","50.00","Agua Nat 2L"
35,379,1,"130.00","130.00","Alitas BBQ"
92,379,1,"10.00","10.00","Contenedor"
74,379,1,"45.00","45.00","Naranjada"
40,380,2,"100.00","200.00","Pech Empa"
73,380,2,"45.00","90.00","Limonada"
45,381,1,"140.00","140.00","Pech Rell Cam"
32,381,1,"140.00","140.00","Tacos Gober"
73,381,1,"45.00","45.00","Limonada"
74,381,1,"45.00","45.00","Naranjada"
4,382,1,"100.00","100.00","Burrito Bistec"
92,383,1,"10.00","10.00","Contenedor"
10,384,2,"80.00","160.00","Enchi Verd"
1,384,1,"75.00","75.00","Sopa Azteca"
70,384,1,"25.00","25.00","Refresco"
73,384,2,"45.00","90.00","Limonada"
87,378,13,"50.00","650.00","Miche"
87,385,1,"50.00","50.00","Miche"
73,386,3,"45.00","135.00","Limonada"
51,386,1,"160.00","160.00","Cam Diabla"
17,386,1,"110.00","110.00","Milanesa Res"
40,386,1,"100.00","100.00","Pech Empa"
87,387,2,"50.00","100.00","Miche"
89,388,1,"100.00","100.00","Pozole"
40,388,1,"100.00","100.00","Pech Empa"
87,389,1,"50.00","50.00","Miche"
16,390,2,"100.00","200.00","Carne Asad"
81,390,1,"45.00","45.00","Agua Nat 1L"
10,391,1,"80.00","80.00","Enchi Verd"
92,391,1,"10.00","10.00","Contenedor"
16,392,1,"100.00","100.00","Carne Asad"
70,392,1,"25.00","25.00","Refresco"
25,393,1,"85.00","85.00","Hambur Res"
74,393,1,"45.00","45.00","Naranjada"
82,394,1,"50.00","50.00","Agua Nat 2L"
65,394,1,"90.00","90.00","Chilaq c Huev"
67,394,1,"100.00","100.00","Chilaq c Bist"
35,395,1,"130.00","130.00","Alitas BBQ"
46,396,1,"120.00","120.00","Filet Pesc"
27,396,1,"95.00","95.00","Hambur Arrach"
74,396,1,"45.00","45.00","Naranjada"
73,396,1,"45.00","45.00","Limonada"
91,397,1,"50.00","50.00","Corrida Cafe"
25,397,1,"85.00","85.00","Hambur Res"
2,398,1,"100.00","100.00","Caldo de pollo"
73,398,1,"45.00","45.00","Limonada"
16,399,1,"100.00","100.00","Carne Asad"
70,399,1,"25.00","25.00","Refresco"
43,400,1,"110.00","110.00","Pech Cord Blue"
38,401,1,"90.00","90.00","Pech Placha"
87,401,1,"50.00","50.00","Miche"
12,402,1,"85.00","85.00","Enchi Mole"
75,402,1,"45.00","45.00","Sangria Prep"
37,403,2,"130.00","260.00","Alitas Man Hab"
87,404,2,"50.00","100.00","Miche"
86,405,4,"10.00","40.00","Huevo"
38,405,2,"90.00","180.00","Pech Placha"
26,406,2,"85.00","170.00","Hambur Pollo"
70,406,2,"25.00","50.00","Refresco"
15,407,1,"120.00","120.00","Enchi Divor"
73,407,1,"45.00","45.00","Limonada"
54,408,1,"70.00","70.00","Queso c Chor"
10,409,1,"80.00","80.00","Enchi Verd"
73,409,1,"45.00","45.00","Limonada"
40,410,1,"100.00","100.00","Pech Empa"
10,411,1,"80.00","80.00","Enchi Verd"
58,412,1,"140.00","140.00","Parillada Ind"
49,412,1,"160.00","160.00","Cam Empan"
81,412,1,"45.00","45.00","Agua Nat 1L"
70,412,1,"25.00","25.00","Refresco"
40,413,1,"100.00","100.00","Pech Empa"
70,413,3,"25.00","75.00","Refresco"
14,413,1,"90.00","90.00","Enchi Suiz"
67,413,1,"100.00","100.00","Chilaq c Bist"
86,413,1,"10.00","10.00","Huevo"
78,414,1,"0.00","0.00","Agua (gratis)"
78,415,1,"0.00","0.00","Agua (gratis)"
67,416,1,"100.00","100.00","Chilaq c Bist"
78,417,1,"0.00","0.00","Agua (gratis)"
86,418,1,"10.00","10.00","Huevo"
51,419,1,"160.00","160.00","Cam Diabla"
47,419,1,"190.00","190.00","Coctel Cam Gde"
58,419,1,"140.00","140.00","Parillada Ind"
80,419,1,"35.00","35.00","Agua Dia 2L"
84,420,1,"65.00","65.00","Corrida"
84,421,1,"65.00","65.00","Corrida"
84,422,2,"65.00","130.00","Corrida"
84,423,2,"65.00","130.00","Corrida"
84,424,1,"65.00","65.00","Corrida"
40,425,1,"100.00","100.00","Pech Empa"
81,425,1,"45.00","45.00","Agua Nat 1L"
84,426,1,"65.00","65.00","Corrida"
84,427,1,"65.00","65.00","Corrida"
85,428,1,"80.00","80.00","Corrida 2"
16,429,1,"100.00","100.00","Carne Asad"
70,429,2,"25.00","50.00","Refresco"
33,429,1,"110.00","110.00","Tacos Bist"
85,430,1,"80.00","80.00","Corrida 2"
92,431,1,"10.00","10.00","Contenedor"
84,432,2,"65.00","130.00","Corrida"
86,433,2,"10.00","20.00","Huevo"
43,434,2,"110.00","220.00","Pech Cord Blue"
84,434,3,"65.00","195.00","Corrida"
86,435,1,"10.00","10.00","Huevo"
84,435,3,"65.00","195.00","Corrida"
16,436,1,"100.00","100.00","Carne Asad"
84,436,2,"65.00","130.00","Corrida"
85,437,1,"80.00","80.00","Corrida 2"
70,437,1,"25.00","25.00","Refresco"
84,438,3,"65.00","195.00","Corrida"
60,439,1,"380.00","380.00","Parillada 3P"
84,440,1,"65.00","65.00","Corrida"
23,441,1,"90.00","90.00","Ensalad Manz"
81,441,1,"45.00","45.00","Agua Nat 1L"
84,442,4,"65.00","260.00","Corrida"
84,443,2,"65.00","130.00","Corrida"
84,444,2,"65.00","130.00","Corrida"
86,444,2,"10.00","20.00","Huevo"
84,445,2,"65.00","130.00","Corrida"
85,446,1,"80.00","80.00","Corrida 2"
84,447,1,"65.00","65.00","Corrida"
25,448,1,"85.00","85.00","Hambur Res"
35,448,1,"130.00","130.00","Alitas BBQ"
81,448,1,"45.00","45.00","Agua Nat 1L"
84,449,3,"65.00","195.00","Corrida"
17,450,1,"110.00","110.00","Milanesa Res"
84,450,2,"65.00","130.00","Corrida"
84,451,2,"65.00","130.00","Corrida"
17,452,1,"110.00","110.00","Milanesa Res"
43,452,1,"110.00","110.00","Pech Cord Blue"
82,452,1,"50.00","50.00","Agua Nat 2L"
92,453,1,"10.00","10.00","Contenedor"
38,453,1,"90.00","90.00","Pech Placha"
40,453,1,"100.00","100.00","Pech Empa"
84,454,4,"65.00","260.00","Corrida"
85,455,1,"80.00","80.00","Corrida 2"
84,456,1,"65.00","65.00","Corrida"
80,457,2,"35.00","70.00","Agua Dia 2L"
85,458,1,"80.00","80.00","Corrida 2"
86,458,1,"10.00","10.00","Huevo"
84,459,3,"65.00","195.00","Corrida"
86,459,1,"10.00","10.00","Huevo"
84,460,3,"65.00","195.00","Corrida"
70,460,1,"25.00","25.00","Refresco"
84,461,1,"65.00","65.00","Corrida"
84,462,1,"65.00","65.00","Corrida"
84,463,1,"65.00","65.00","Corrida"
85,464,1,"80.00","80.00","Corrida 2"
86,465,1,"10.00","10.00","Huevo"
86,466,1,"10.00","10.00","Huevo"
84,467,1,"65.00","65.00","Corrida"
84,468,1,"65.00","65.00","Corrida"
84,470,1,"65.00","65.00","Corrida"
86,470,1,"10.00","10.00","Huevo"
44,471,1,"110.00","110.00","Pollo c Mole"
79,472,2,"20.00","40.00","Agua Dia 1L"
87,473,2,"50.00","100.00","Miche"
70,473,2,"25.00","50.00","Refresco"
41,473,1,"100.00","100.00","Pech Mexicana"
16,473,1,"100.00","100.00","Carne Asad"
45,473,1,"140.00","140.00","Pech Rell Cam"
18,473,1,"145.00","145.00","Costilla BBQ"
14,474,1,"90.00","90.00","Enchi Suiz"
55,474,1,"70.00","70.00","Queso c Rajas"
79,474,1,"20.00","20.00","Agua Dia 1L"
38,475,1,"90.00","90.00","Pech Placha"
16,475,2,"100.00","200.00","Carne Asad"
84,476,2,"65.00","130.00","Corrida"
84,478,2,"65.00","130.00","Corrida"
12,514,1,"85.00","85.00","Enchi Mole"
85,479,1,"80.00","80.00","Corrida 2"
42,480,1,"100.00","100.00","Pech Chip"
45,480,1,"140.00","140.00","Pech Rell Cam"
10,481,1,"80.00","80.00","Enchi Verd"
3,477,1,"80.00","80.00","Sincronizadas"
84,477,2,"65.00","130.00","Corrida"
93,477,1,"80.00","80.00","Tacos Dorados"
70,482,3,"25.00","75.00","Refresco"
84,483,1,"65.00","65.00","Corrida"
49,484,1,"160.00","160.00","Cam Empan"
46,484,1,"120.00","120.00","Filet Pesc"
87,485,2,"50.00","100.00","Miche"
87,486,2,"50.00","100.00","Miche"
52,487,1,"250.00","250.00","Mojarra M Ajo"
51,487,1,"160.00","160.00","Cam Diabla"
91,488,1,"50.00","50.00","Corrida Cafe"
84,489,2,"65.00","130.00","Corrida"
70,490,2,"25.00","50.00","Refresco"
58,491,1,"140.00","140.00","Parillada Ind"
70,491,1,"25.00","25.00","Refresco"
38,492,2,"90.00","180.00","Pech Placha"
70,492,2,"25.00","50.00","Refresco"
38,493,1,"90.00","90.00","Pech Placha"
92,493,1,"10.00","10.00","Contenedor"
75,494,2,"45.00","90.00","Sangria Prep"
2,495,1,"100.00","100.00","Caldo de pollo"
92,495,1,"10.00","10.00","Contenedor"
49,496,1,"160.00","160.00","Cam Empan"
7,496,1,"100.00","100.00","Gringas Past"
73,497,2,"45.00","90.00","Limonada"
38,498,1,"90.00","90.00","Pech Placha"
70,498,1,"25.00","25.00","Refresco"
4,499,1,"100.00","100.00","Burrito Bistec"
54,499,1,"70.00","70.00","Queso c Chor"
32,499,1,"140.00","140.00","Tacos Gober"
70,499,1,"25.00","25.00","Refresco"
58,500,1,"140.00","140.00","Parillada Ind"
51,500,2,"160.00","320.00","Cam Diabla"
51,501,1,"160.00","160.00","Cam Diabla"
23,501,1,"90.00","90.00","Ensalad Manz"
70,502,1,"25.00","25.00","Refresco"
70,503,2,"25.00","50.00","Refresco"
74,503,1,"45.00","45.00","Naranjada"
16,504,1,"100.00","100.00","Carne Asad"
15,504,2,"120.00","240.00","Enchi Divor"
95,505,3,"80.00","240.00","Huevos Al Gusto"
65,506,1,"90.00","90.00","Chilaq c Huev"
46,506,1,"120.00","120.00","Filet Pesc"
49,507,1,"160.00","160.00","Cam Empan"
51,507,1,"160.00","160.00","Cam Diabla"
87,507,2,"50.00","100.00","Miche"
80,508,1,"35.00","35.00","Agua Dia 2L"
95,509,1,"80.00","80.00","Huevos Al Gusto"
79,509,1,"20.00","20.00","Agua Dia 1L"
44,510,1,"110.00","110.00","Pollo c Mole"
80,511,1,"35.00","35.00","Agua Dia 2L"
26,512,1,"85.00","85.00","Hambur Pollo"
58,512,1,"140.00","140.00","Parillada Ind"
70,512,2,"25.00","50.00","Refresco"
56,513,1,"50.00","50.00","Ord Guacam"
16,513,1,"100.00","100.00","Carne Asad"
10,514,1,"80.00","80.00","Enchi Verd"
70,514,1,"25.00","25.00","Refresco"
79,514,1,"20.00","20.00","Agua Dia 1L"
86,515,2,"10.00","20.00","Huevo"
78,515,1,"0.00","0.00","Agua (gratis)"
84,515,1,"65.00","65.00","Corrida"
83,516,1,"20.00","20.00","Agua"
73,516,1,"45.00","45.00","Limonada"
12,516,1,"85.00","85.00","Enchi Mole"
10,516,1,"80.00","80.00","Enchi Verd"
68,517,1,"100.00","100.00","Chilaq c Pollo"
74,518,1,"45.00","45.00","Naranjada"
86,519,1,"10.00","10.00","Huevo"
40,520,1,"100.00","100.00","Pech Empa"
84,520,1,"65.00","65.00","Corrida"
45,521,2,"140.00","280.00","Pech Rell Cam"
73,521,2,"45.00","90.00","Limonada"
97,522,1,"50.00","50.00","Pech Emp Extra"
84,523,3,"65.00","195.00","Corrida"
84,524,1,"65.00","65.00","Corrida"
84,525,3,"65.00","195.00","Corrida"
86,526,2,"10.00","20.00","Huevo"
84,527,1,"65.00","65.00","Corrida"
84,528,1,"65.00","65.00","Corrida"
84,529,2,"65.00","130.00","Corrida"
84,530,4,"65.00","260.00","Corrida"
86,530,2,"10.00","20.00","Huevo"
84,531,2,"65.00","130.00","Corrida"
10,532,1,"80.00","80.00","Enchi Verd"
79,532,1,"20.00","20.00","Agua Dia 1L"
70,533,2,"25.00","50.00","Refresco"
87,533,1,"50.00","50.00","Miche"
49,533,1,"160.00","160.00","Cam Empan"
38,533,1,"90.00","90.00","Pech Placha"
40,534,1,"100.00","100.00","Pech Empa"
70,534,1,"25.00","25.00","Refresco"
38,535,1,"90.00","90.00","Pech Placha"
70,535,1,"25.00","25.00","Refresco"
45,536,1,"140.00","140.00","Pech Rell Cam"
74,536,1,"45.00","45.00","Naranjada"
40,537,1,"100.00","100.00","Pech Empa"
81,537,1,"45.00","45.00","Agua Nat 1L"
84,538,1,"65.00","65.00","Corrida"
91,539,1,"50.00","50.00","Corrida Cafe"
17,540,1,"110.00","110.00","Milanesa Res"
70,540,1,"25.00","25.00","Refresco"
84,541,1,"65.00","65.00","Corrida"
84,542,1,"65.00","65.00","Corrida"
84,544,3,"65.00","195.00","Corrida"
86,544,3,"10.00","30.00","Huevo"
84,545,2,"65.00","130.00","Corrida"
84,546,6,"65.00","390.00","Corrida"
84,547,5,"65.00","325.00","Corrida"
84,548,6,"65.00","390.00","Corrida"
86,548,3,"10.00","30.00","Huevo"
84,549,4,"65.00","260.00","Corrida"
86,550,2,"10.00","20.00","Huevo"
70,551,1,"25.00","25.00","Refresco"
84,552,4,"65.00","260.00","Corrida"
86,553,1,"10.00","10.00","Huevo"
84,554,1,"65.00","65.00","Corrida"
84,555,2,"65.00","130.00","Corrida"
86,556,2,"10.00","20.00","Huevo"
11,557,1,"80.00","80.00","Enchi Rojas"
84,558,2,"65.00","130.00","Corrida"
84,543,3,"65.00","195.00","Corrida"
43,559,1,"110.00","110.00","Pech Cord Blue"
84,559,3,"65.00","195.00","Corrida"
28,560,1,"130.00","130.00","Alamb Bist"
30,560,1,"130.00","130.00","Alamb Pollo"
70,560,1,"25.00","25.00","Refresco"
79,560,1,"20.00","20.00","Agua Dia 1L"
1,561,1,"75.00","75.00","Sopa Azteca"
16,561,1,"100.00","100.00","Carne Asad"
75,561,1,"45.00","45.00","Sangria Prep"
79,561,1,"20.00","20.00","Agua Dia 1L"
41,562,1,"100.00","100.00","Pech Mexicana"
74,562,1,"45.00","45.00","Naranjada"
84,563,4,"65.00","260.00","Corrida"
85,564,1,"80.00","80.00","Corrida 2"
51,565,1,"160.00","160.00","Cam Diabla"
45,565,1,"140.00","140.00","Pech Rell Cam"
14,565,1,"90.00","90.00","Enchi Suiz"
5,565,1,"100.00","100.00","Burrito Pollo"
74,565,2,"45.00","90.00","Naranjada"
73,565,1,"45.00","45.00","Limonada"
70,565,1,"25.00","25.00","Refresco"
98,566,1,"25.00","25.00","Extra"
58,567,1,"140.00","140.00","Parillada Ind"
81,567,1,"45.00","45.00","Agua Nat 1L"
84,568,3,"65.00","195.00","Corrida"
92,568,1,"10.00","10.00","Contenedor"
91,569,1,"50.00","50.00","Corrida Cafe"
85,570,1,"80.00","80.00","Corrida 2"
84,571,1,"65.00","65.00","Corrida"
62,572,1,"25.00","25.00","Consome"
64,572,1,"25.00","25.00","Spagetti"
38,572,1,"90.00","90.00","Pech Placha"
84,573,4,"65.00","260.00","Corrida"
86,573,1,"10.00","10.00","Huevo"
92,573,1,"10.00","10.00","Contenedor"
84,574,1,"65.00","65.00","Corrida"
58,575,1,"140.00","140.00","Parillada Ind"
79,575,1,"20.00","20.00","Agua Dia 1L"
85,576,1,"80.00","80.00","Corrida 2"
51,577,1,"160.00","160.00","Cam Diabla"
50,577,1,"160.00","160.00","Cam Ajillo"
70,577,1,"25.00","25.00","Refresco"
84,578,1,"65.00","65.00","Corrida"
25,579,2,"85.00","170.00","Hambur Res"
87,579,2,"50.00","100.00","Miche"
25,580,1,"85.00","85.00","Hambur Res"
10,580,1,"80.00","80.00","Enchi Verd"
79,580,1,"20.00","20.00","Agua Dia 1L"
71,580,1,"30.00","30.00","Coca Cola Li"
92,581,2,"10.00","20.00","Contenedor"
62,581,2,"25.00","50.00","Consome"
84,582,1,"65.00","65.00","Corrida"
70,583,2,"25.00","50.00","Refresco"
70,584,2,"25.00","50.00","Refresco"
17,584,2,"110.00","220.00","Milanesa Res"
56,584,1,"50.00","50.00","Ord Guacam"
43,585,1,"110.00","110.00","Pech Cord Blue"
86,586,1,"10.00","10.00","Huevo"
36,587,1,"130.00","130.00","Alitas Buf"
10,587,1,"80.00","80.00","Enchi Verd"
70,587,2,"25.00","50.00","Refresco"
84,588,1,"65.00","65.00","Corrida"
58,589,2,"140.00","280.00","Parillada Ind"
70,589,1,"25.00","25.00","Refresco"
75,589,1,"45.00","45.00","Sangria Prep"
27,590,2,"95.00","190.00","Hambur Arrach"
70,590,2,"25.00","50.00","Refresco"
86,591,2,"10.00","20.00","Huevo"
85,592,1,"80.00","80.00","Corrida 2"
84,593,1,"65.00","65.00","Corrida"
85,594,2,"80.00","160.00","Corrida 2"
84,595,1,"65.00","65.00","Corrida"
17,596,1,"110.00","110.00","Milanesa Res"
70,596,1,"25.00","25.00","Refresco"
29,597,1,"130.00","130.00","Alamb Past"
17,597,1,"110.00","110.00","Milanesa Res"
80,597,1,"35.00","35.00","Agua Dia 2L"
70,598,1,"25.00","25.00","Refresco"
43,598,1,"110.00","110.00","Pech Cord Blue"
36,599,1,"130.00","130.00","Alitas Buf"
73,599,1,"45.00","45.00","Limonada"
84,600,2,"65.00","130.00","Corrida"
91,601,1,"50.00","50.00","Corrida Cafe"
83,602,1,"20.00","20.00","Agua"
41,602,1,"100.00","100.00","Pech Mexicana"
38,603,1,"90.00","90.00","Pech Placha"
1,604,1,"75.00","75.00","Sopa Azteca"
26,604,1,"85.00","85.00","Hambur Pollo"
70,604,1,"25.00","25.00","Refresco"
29,605,1,"130.00","130.00","Alamb Past"
70,605,1,"25.00","25.00","Refresco"
87,606,1,"50.00","50.00","Miche"
19,607,1,"145.00","145.00","Costi c Chilaq"
54,607,1,"70.00","70.00","Queso c Chor"
15,607,1,"120.00","120.00","Enchi Divor"
70,607,2,"25.00","50.00","Refresco"
45,608,1,"140.00","140.00","Pech Rell Cam"
70,608,1,"25.00","25.00","Refresco"
94,609,1,"15.00","15.00","Ord Crema"
40,610,1,"100.00","100.00","Pech Empa"
35,611,1,"130.00","130.00","Alitas BBQ"
16,611,1,"100.00","100.00","Carne Asad"
41,612,1,"100.00","100.00","Pech Mexicana"
45,613,1,"140.00","140.00","Pech Rell Cam"
32,613,1,"140.00","140.00","Tacos Gober"
77,613,1,"160.00","160.00","Jarra Clericot"
1,614,1,"75.00","75.00","Sopa Azteca"
70,614,1,"25.00","25.00","Refresco"
43,615,1,"110.00","110.00","Pech Cord Blue"
15,615,1,"120.00","120.00","Enchi Divor"
80,615,1,"35.00","35.00","Agua Dia 2L"
43,616,1,"110.00","110.00","Pech Cord Blue"
86,616,1,"10.00","10.00","Huevo"
79,616,1,"20.00","20.00","Agua Dia 1L"
10,617,1,"80.00","80.00","Enchi Verd"
70,617,1,"25.00","25.00","Refresco"
70,618,1,"25.00","25.00","Refresco"
79,618,1,"20.00","20.00","Agua Dia 1L"
40,619,1,"100.00","100.00","Pech Empa"
71,619,1,"30.00","30.00","Coca Cola Li"
91,620,1,"50.00","50.00","Corrida Cafe"
86,621,1,"10.00","10.00","Huevo"
1,622,1,"75.00","75.00","Sopa Azteca"
70,622,1,"25.00","25.00","Refresco"
11,622,1,"80.00","80.00","Enchi Rojas"
1,623,1,"75.00","75.00","Sopa Azteca"
74,624,2,"45.00","90.00","Naranjada"
70,625,1,"25.00","25.00","Refresco"
59,626,1,"260.00","260.00","Parillada 2P"
80,626,1,"35.00","35.00","Agua Dia 2L"
67,627,1,"100.00","100.00","Chilaq c Bist"
70,627,2,"25.00","50.00","Refresco"
73,627,1,"45.00","45.00","Limonada"
75,628,1,"45.00","45.00","Sangria Prep"
70,628,1,"25.00","25.00","Refresco"
47,628,1,"190.00","190.00","Coctel Cam Gde"
10,628,1,"80.00","80.00","Enchi Verd"
43,629,1,"110.00","110.00","Pech Cord Blue"
70,630,1,"25.00","25.00","Refresco"
1,631,1,"75.00","75.00","Sopa Azteca"
79,631,1,"20.00","20.00","Agua Dia 1L"
16,632,1,"100.00","100.00","Carne Asad"
25,632,1,"85.00","85.00","Hambur Res"
80,632,1,"35.00","35.00","Agua Dia 2L"
20,633,1,"200.00","200.00","Arrachera"
79,633,1,"20.00","20.00","Agua Dia 1L"
40,634,1,"100.00","100.00","Pech Empa"
